бараа_дугаар,ангилал,бүлэг,брэнд,одоогийн_үнэ,суурь_үнэ,өртөг,санал_болгох_үнэ,өөрчлөлтийн_дүн,өөрчлөлтийн_хувь,үйлдэл,яаралтай,ашгийн_хувь,ашгийн_ангилал,эрэлтийн_түвшин,сарын_дундаж_тоо,нийт_тоо,идэвхтэй_сар,шалтгаан
Item_1093,Category_7,Group_3,Brand_90,12149,20143,6627,10690,-1458,-12.0,Үнэ бууруулах,Дунд,47.3,Сайн ашиг,Дунд,18.1,181,10,177 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1094,Category_7,Group_3,Brand_90,12561,20211,6590,11050,-1510,-12.0,Үнэ бууруулах,Дунд,49.1,Сайн ашиг,Дунд,17.5,193,11,168 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1095,Category_7,Group_3,Brand_90,11988,19990,5854,10550,-1437,-12.0,Үнэ бууруулах,Дунд,50.2,Сайн ашиг,Дунд,15.2,76,5,306 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1096,Category_7,Group_3,Brand_90,12953,20023,6614,11400,-1552,-12.0,Үнэ бууруулах,Дунд,50.9,Сайн ашиг,Дунд,10.0,70,7,285 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1097,Category_18,Group_9,Brand_91,113522,119932,45748,119200,5678,5.0,Үнэ нэмэх,Дунд,60.0,Сайн ашиг,Өндөр,100.5,1307,13,"Эрэлт маш өндөр (100 ш/сар), ашиг сайн (60.0%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1098,Category_19,Group_9,Brand_91,113648,119885,49293,119330,5681,5.0,Үнэ нэмэх,Дунд,56.8,Сайн ашиг,Өндөр,54.5,709,13,"Эрэлт маш өндөр (54 ш/сар), ашиг сайн (56.8%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1099,Category_18,Group_9,Brand_91,121499,129952,59391,127570,6071,5.0,Үнэ нэмэх,Дунд,51.4,Сайн ашиг,Өндөр,83.8,1090,13,"Эрэлт маш өндөр (84 ш/сар), ашиг сайн (51.4%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_11,Category_5,Group_18,Brand_37,19890,19990,10333,18500,-1390,-7.0,Үнэ бууруулах,Дунд,48.0,Сайн ашиг,Бага,1.3,12,9,"Эрэлт бага (1.3 ш/сар), ашиг бууруулахыг зөвшөөрнө (48.0%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_110,Category_20,Group_9,Brand_23,37468,37990,17326,32970,-4497,-12.0,Үнэ бууруулах,Дунд,53.8,Сайн ашиг,Дунд,7.4,96,13,144 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1100,Category_104,Group_21,Brand_5,11817,11990,4726,10400,-1416,-12.0,Үнэ бууруулах,Дунд,65.4,Сайн ашиг,Дунд,23.7,308,13,142 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1101,Category_76,Group_10,Brand_30,15631,16990,6252,13760,-1870,-12.0,Үнэ бууруулах,Дунд,63.2,Сайн ашиг,Бага,1.2,5,4,140 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1102,Category_76,Group_10,Brand_30,16632,16990,6652,14640,-1992,-12.0,Үнэ бууруулах,Дунд,68.3,Сайн ашиг,Дунд,2.5,20,8,177 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1103,Category_76,Group_10,Brand_30,16565,16990,6626,14580,-1985,-12.0,Үнэ бууруулах,Дунд,67.6,Сайн ашиг,Дунд,2.0,2,1,511 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1104,Category_17,Group_10,Brand_81,19845,39990,17567,19850,0,0.0,Өөрчлөхгүй,Бага зэрэг,11.5,Бага ашиг,Дунд,2.0,4,2,"Одоогийн үнэ тохиромжтой: 11.5% ашиг, дунд эрэлт"
Item_1105,Category_73,Group_21,Brand_15,16191,17990,6620,14250,-1941,-12.0,Үнэ бууруулах,Дунд,59.1,Сайн ашиг,Бага,1.0,1,1,162 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_111,Category_20,Group_9,Brand_23,41852,43723,17727,43940,2087,5.0,Үнэ нэмэх,Дунд,58.0,Сайн ашиг,Өндөр,60.3,784,13,"Эрэлт маш өндөр (60 ш/сар), ашиг сайн (58.0%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1110,Category_21,Group_9,Brand_105,77947,79990,39525,68590,-9356,-12.0,Үнэ бууруулах,Дунд,49.5,Сайн ашиг,Өндөр,28.8,374,13,145 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1111,Category_21,Group_9,Brand_105,77484,79990,40123,68190,-9293,-12.0,Үнэ бууруулах,Дунд,48.4,Сайн ашиг,Өндөр,29.6,385,13,140 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1112,Category_18,Group_9,Brand_105,72655,74990,33028,63940,-8714,-12.0,Үнэ бууруулах,Дунд,54.7,Сайн ашиг,Дунд,20.1,261,13,143 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1113,Category_16,Group_10,Brand_3,33080,34361,13231,29110,-3969,-12.0,Үнэ бууруулах,Дунд,65.4,Сайн ашиг,Өндөр,46.8,609,13,139 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1114,Category_16,Group_10,Brand_3,33061,34349,13224,34710,1649,5.0,Үнэ нэмэх,Дунд,65.3,Сайн ашиг,Өндөр,111.6,1451,13,"Эрэлт маш өндөр (112 ш/сар), ашиг сайн (65.3%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1115,Category_16,Group_10,Brand_3,33396,34360,13358,35050,1653,5.0,Үнэ нэмэх,Дунд,65.7,Сайн ашиг,Өндөр,70.8,921,13,"Эрэлт маш өндөр (71 ш/сар), ашиг сайн (65.7%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1116,Category_30,Group_10,Brand_3,28699,29990,11479,30130,1431,5.0,Үнэ нэмэх,Дунд,60.9,Сайн ашиг,Өндөр,133.7,1738,13,"Эрэлт маш өндөр (134 ш/сар), ашиг сайн (60.9%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1117,Category_30,Group_10,Brand_3,28752,29990,11500,30190,1437,5.0,Үнэ нэмэх,Дунд,60.6,Сайн ашиг,Өндөр,67.9,883,13,"Эрэлт маш өндөр (68 ш/сар), ашиг сайн (60.6%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1118,Category_30,Group_10,Brand_3,28740,29990,11496,30180,1439,5.0,Үнэ нэмэх,Дунд,60.6,Сайн ашиг,Өндөр,100.7,1309,13,"Эрэлт маш өндөр (101 ш/сар), ашиг сайн (60.6%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1119,Category_35,Group_10,Brand_3,22748,23661,9099,20020,-2728,-12.0,Үнэ бууруулах,Дунд,64.8,Сайн ашиг,Өндөр,35.7,464,13,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_112,Category_20,Group_9,Brand_103,38785,39413,15514,40200,1414,3.6,Үнэ нэмэх,Дунд,63.1,Сайн ашиг,Өндөр,173.9,2261,13,"Эрэлт маш өндөр (174 ш/сар), ашиг сайн (63.1%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1120,Category_33,Group_20,Brand_11,45275,46990,21499,39840,-5435,-12.0,Үнэ бууруулах,Дунд,52.7,Сайн ашиг,Дунд,21.4,278,13,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1121,Category_77,Group_16,Brand_54,16666,16990,6666,14670,-1996,-12.0,Үнэ бууруулах,Дунд,67.0,Сайн ашиг,Дунд,8.9,116,13,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1122,Category_2,Group_2,Brand_61,28383,36990,14731,24980,-3402,-12.0,Үнэ бууруулах,Дунд,49.0,Сайн ашиг,Дунд,15.6,187,12,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1123,Category_2,Group_2,Brand_61,21647,36990,21234,23360,1713,7.9,Үнэ бууруулах,Дунд,2.0,Бага ашиг,Бага,1.5,6,4,"Эрэлт бага (1.5 ш/сар), 41.5% хөнгөлөлттэй ч зарагдахгүй | Үнийг бууруулж борлуулалтыг нэмэгдүүлэх | ⚠️ Өртгийн доод хязгаар хэрэгжлээ: 21,234₮"
Item_1124,Category_2,Group_2,Brand_61,28060,36990,14654,24690,-3369,-12.0,Үнэ бууруулах,Дунд,48.1,Сайн ашиг,Дунд,10.6,127,12,140 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1125,Category_49,Group_2,Brand_61,28685,36990,14028,25240,-3445,-12.0,Үнэ бууруулах,Дунд,51.5,Сайн ашиг,Өндөр,35.2,457,13,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1126,Category_50,Group_2,Brand_61,28051,36990,14239,24680,-3370,-12.0,Үнэ бууруулах,Дунд,49.6,Сайн ашиг,Дунд,23.8,309,13,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1127,Category_49,Group_2,Brand_61,20670,24990,9715,18190,-2479,-12.0,Үнэ бууруулах,Дунд,54.0,Сайн ашиг,Дунд,3.3,36,11,212 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1128,Category_50,Group_2,Brand_61,19489,24990,9784,17150,-2339,-12.0,Үнэ бууруулах,Дунд,50.9,Сайн ашиг,Дунд,7.2,93,13,160 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1129,Category_50,Group_2,Brand_61,24771,36990,15103,22290,-2480,-10.0,Үнэ бууруулах,Дунд,39.0,Дунд ашиг,Бага,1.5,3,2,"Эрэлт бага (1.5 ш/сар), 33.0% хөнгөлөлттэй ч зарагдахгүй | Үнийг бууруулж борлуулалтыг нэмэгдүүлэх"
Item_113,Category_20,Group_9,Brand_102,36521,37445,14608,38190,1669,4.6,Үнэ нэмэх,Дунд,65.1,Сайн ашиг,Өндөр,164.2,2134,13,"Эрэлт маш өндөр (164 ш/сар), ашиг сайн (65.1%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1130,Category_50,Group_2,Brand_61,19992,24990,10396,17990,-2002,-10.0,Үнэ бууруулах,Дунд,48.0,Сайн ашиг,Бага,1.5,3,2,"Эрэлт бага (1.5 ш/сар), 20.0% хөнгөлөлттэй ч зарагдахгүй | Үнийг бууруулж борлуулалтыг нэмэгдүүлэх"
Item_1131,Category_49,Group_2,Brand_61,27907,36990,14336,24560,-3346,-12.0,Үнэ бууруулах,Дунд,49.0,Сайн ашиг,Дунд,21.2,275,13,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1132,Category_50,Group_2,Brand_61,27434,36990,14362,24140,-3293,-12.0,Үнэ бууруулах,Дунд,47.9,Сайн ашиг,Дунд,16.8,219,13,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1133,Category_49,Group_2,Brand_61,20471,24990,9818,18010,-2461,-12.0,Үнэ бууруулах,Дунд,52.1,Сайн ашиг,Дунд,6.2,80,13,142 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1134,Category_50,Group_2,Brand_61,19755,24990,10049,17380,-2375,-12.0,Үнэ бууруулах,Дунд,49.3,Сайн ашиг,Дунд,8.2,106,13,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1135,Category_33,Group_20,Brand_20,16556,24990,6622,14900,-1655,-10.0,Үнэ бууруулах,Дунд,84.0,Сайн ашиг,Бага,1.4,10,7,"Эрэлт бага (1.4 ш/сар), 33.8% хөнгөлөлттэй ч зарагдахгүй | Үнийг бууруулж борлуулалтыг нэмэгдүүлэх"
Item_1136,Category_15,Group_9,Brand_23,48060,49364,19223,50350,2290,4.8,Үнэ нэмэх,Дунд,61.5,Сайн ашиг,Өндөр,52.2,678,13,"Эрэлт маш өндөр (52 ш/сар), ашиг сайн (61.5%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1137,Category_28,Group_5,Brand_23,42237,43724,18347,44350,2113,5.0,Үнэ нэмэх,Дунд,56.9,Сайн ашиг,Өндөр,121.1,1574,13,"Эрэлт маш өндөр (121 ш/сар), ашиг сайн (56.9%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1138,Category_28,Group_5,Brand_23,42324,43817,18526,37240,-5083,-12.0,Үнэ бууруулах,Дунд,56.5,Сайн ашиг,Дунд,8.3,108,13,138 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1139,Category_28,Group_5,Brand_23,20994,31491,10292,18890,-2104,-10.0,Үнэ бууруулах,Дунд,51.0,Сайн ашиг,Бага,1.5,3,2,"Эрэлт бага (1.5 ш/сар), 33.3% хөнгөлөлттэй ч зарагдахгүй | Үнийг бууруулж борлуулалтыг нэмэгдүүлэх"
Item_114,Category_20,Group_18,Brand_27,40498,40937,17616,41760,1262,3.1,Үнэ нэмэх,Дунд,56.5,Сайн ашиг,Өндөр,163.5,2125,13,"Эрэлт маш өндөр (164 ш/сар), ашиг сайн (56.5%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1145,Category_74,Group_13,Brand_56,2258,2258,1182,1990,-268,-11.9,Үнэ бууруулах,Дунд,47.6,Сайн ашиг,Өндөр,39.0,156,4,442 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1146,Category_61,Group_13,Brand_56,2856,2856,1379,2510,-346,-12.1,Үнэ бууруулах,Дунд,51.7,Сайн ашиг,Дунд,7.5,15,2,346 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1147,Category_61,Group_13,Brand_56,2125,2258,1254,1870,-255,-12.0,Үнэ бууруулах,Дунд,42.0,Сайн ашиг,Дунд,19.5,39,2,446 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1148,Category_61,Group_13,Brand_56,2856,2856,1539,2510,-346,-12.1,Үнэ бууруулах,Дунд,49.7,Сайн ашиг,Дунд,7.0,21,3,366 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
